PostalCode,Prefecture,City,Forllowing
10922,北海道,札幌市北区,新川二条
10923,北海道,札幌市北区,新川三条
10924,北海道,札幌市北区,新川四条
10925,北海道,札幌市北区,新川五条
10926,北海道,札幌市北区,新川六条
10927,北海道,札幌市北区,新川七条
10928,北海道,札幌市北区,新川八条
10931,北海道,札幌市北区,新川西一条
10932,北海道,札幌市北区,新川西二条
10933,北海道,札幌市北区,新川西三条
10934,北海道,札幌市北区,新川西四条
10935,北海道,札幌市北区,新川西五条
10901,北海道,札幌市北区,新琴似一条
10902,北海道,札幌市北区,新琴似二条
10903,北海道,札幌市北区,新琴似三条
10904,北海道,札幌市北区,新琴似四条
10905,北海道,札幌市北区,新琴似五条
10906,北海道,札幌市北区,新琴似六条
10907,北海道,札幌市北区,新琴似七条
10908,北海道,札幌市北区,新琴似八条
10909,北海道,札幌市北区,新琴似九条
10910,北海道,札幌市北区,新琴似十条
10911,北海道,札幌市北区,新琴似十一条
10912,北海道,札幌市北区,新琴似十二条
10915,北海道,札幌市北区,新琴似町
28001,北海道,札幌市北区,太平一条
28002,北海道,札幌市北区,太平二条
28003,北海道,札幌市北区,太平三条
28004,北海道,札幌市北区,太平四条
28005,北海道,札幌市北区,太平五条
28006,北海道,札幌市北区,太平六条
28007,北海道,札幌市北区,太平七条
28008,北海道,札幌市北区,太平八条
28009,北海道,札幌市北区,太平九条
28010,北海道,札幌市北区,太平十条
28011,北海道,札幌市北区,太平十一条
28012,北海道,札幌市北区,太平十二条
28061,北海道,札幌市北区,拓北一条
28062,北海道,札幌市北区,拓北二条
28063,北海道,札幌市北区,拓北三条
28064,北海道,札幌市北区,拓北四条
28065,北海道,札幌市北区,拓北五条
28066,北海道,札幌市北区,拓北六条
28067,北海道,札幌市北区,拓北七条
28068,北海道,札幌市北区,拓北八条
20851,北海道,札幌市北区,屯田一条
20852,北海道,札幌市北区,屯田二条
20853,北海道,札幌市北区,屯田三条
20854,北海道,札幌市北区,屯田四条
20855,北海道,札幌市北区,屯田五条
20856,北海道,札幌市北区,屯田六条
20857,北海道,札幌市北区,屯田七条
20858,北海道,札幌市北区,屯田八条
20859,北海道,札幌市北区,屯田九条
20860,北海道,札幌市北区,屯田十条
20861,北海道,札幌市北区,屯田十一条
20865,北海道,札幌市北区,屯田町
28038,北海道,札幌市北区,西茨戸
28031,北海道,札幌市北区,西茨戸一条
28032,北海道,札幌市北区,西茨戸二条
28033,北海道,札幌市北区,西茨戸三条
28034,北海道,札幌市北区,西茨戸四条
28035,北海道,札幌市北区,西茨戸五条
28036,北海道,札幌市北区,西茨戸六条
28037,北海道,札幌市北区,西茨戸七条
28043,北海道,札幌市北区,東茨戸
28041,北海道,札幌市北区,東茨戸一条
28042,北海道,札幌市北区,東茨戸二条
28044,北海道,札幌市北区,東茨戸三条
28045,北海道,札幌市北区,東茨戸四条
28091,北海道,札幌市北区,南あいの里
28081,北海道,札幌市北区,百合が原
28082,北海道,札幌市北区,百合が原公園
650000,北海道,札幌市東区,以下に掲載がない場合
70880,北海道,札幌市東区,丘珠町
70881,北海道,札幌市東区,北丘珠一条
70882,北海道,札幌市東区,北丘珠二条
70883,北海道,札幌市東区,北丘珠三条
70884,北海道,札幌市東区,北丘珠四条
70885,北海道,札幌市東区,北丘珠五条
70886,北海道,札幌市東区,北丘珠六条
650004,北海道,札幌市東区,北四条東（９〜１６丁目）
600905,北海道,札幌市東区,北五条東（４〜７丁目）
650005,北海道,札幌市東区,北五条東（８〜１７丁目）
600906,北海道,札幌市東区,北六条東（１〜７丁目）
650006,北海道,札幌市東区,北六条東（８〜２０丁目）
600907,北海道,札幌市東区,北七条東（１〜７丁目）
650007,北海道,札幌市東区,北七条東（８〜２０丁目）
600908,北海道,札幌市東区,北八条東（１〜７丁目）
650008,北海道,札幌市東区,北八条東（８〜１９丁目）
600909,北海道,札幌市東区,北九条東（１〜７丁目）
650009,北海道,札幌市東区,北九条東（８〜１６丁目）
650010,北海道,札幌市東区,北十条東
650011,北海道,札幌市東区,北十一条東
650012,北海道,札幌市東区,北十二条東
650013,北海道,札幌市東区,北十三条東
650014,北海道,札幌市東区,北十四条東
650015,北海道,札幌市東区,北十五条東
650016,北海道,札幌市東区,北十六条東
650017,北海道,札幌市東区,北十七条東
650018,北海道,札幌市東区,北十八条東
650019,北海道,札幌市東区,北十九条東
650020,北海道,札幌市東区,北二十条東
650021,北海道,札幌市東区,北二十一条東
650022,北海道,札幌市東区,北二十二条東
650023,北海道,札幌市東区,北二十三条東
650024,北海道,札幌市東区,北二十四条東
650025,北海道,札幌市東区,北二十五条東
650026,北海道,札幌市東区,北二十六条東
650027,北海道,札幌市東区,北二十七条東
650028,北海道,札幌市東区,北二十八条東
650030,北海道,札幌市東区,北三十条東
650031,北海道,札幌市東区,北三十一条東
650032,北海道,札幌市東区,北三十二条東
650033,北海道,札幌市東区,北三十三条東
70834,北海道,札幌市東区,北三十四条東
70835,北海道,札幌市東区,北三十五条東
70836,北海道,札幌市東区,北三十六条東
70837,北海道,札幌市東区,北三十七条東
70838,北海道,札幌市東区,北三十八条東
70839,北海道,札幌市東区,北三十九条東
70840,北海道,札幌市東区,北四十条東
70841,北海道,札幌市東区,北四十一条東
70842,北海道,札幌市東区,北四十二条東
70843,北海道,札幌市東区,北四十三条東
70844,北海道,札幌市東区,北四十四条東
70845,北海道,札幌市東区,北四十五条東
70846,北海道,札幌市東区,北四十六条東
70847,北海道,札幌市東区,北四十七条東
70848,北海道,札幌市東区,北四十八条東
70849,北海道,札幌市東区,北四十九条東
70850,北海道,札幌市東区,北五十条東
70851,北海道,札幌市東区,北五十一条東
70852,北海道,札幌市東区,栄町
650043,北海道,札幌市東区,苗穂町
70001,北海道,札幌市東区,中沼一条
70002,北海道,札幌市東区,中沼二条
70003,北海道,札幌市東区,中沼三条
70004,北海道,札幌市東区,中沼四条
70005,北海道,札幌市東区,中沼五条
70006,北海道,札幌市東区,中沼六条
70890,北海道,札幌市東区,中沼町
70891,北海道,札幌市東区,中沼西一条
70892,北海道,札幌市東区,中沼西二条
70893,北海道,札幌市東区,中沼西三条
70894,北海道,札幌市東区,中沼西四条
70895,北海道,札幌市東区,中沼西五条
70821,北海道,札幌市東区,東雁来一条
70822,北海道,札幌市東区,東雁来二条
70823,北海道,札幌市東区,東雁来三条
70824,北海道,札幌市東区,東雁来四条
70825,北海道,札幌市東区,東雁来五条
70826,北海道,札幌市東区,東雁来六条
70827,北海道,札幌市東区,東雁来七条
70828,北海道,札幌市東区,東雁来八条
70829,北海道,札幌市東区,東雁来九条
70030,北海道,札幌市東区,東雁来十条
70031,北海道,札幌市東区,東雁来十一条
70032,北海道,札幌市東区,東雁来十二条
70033,北海道,札幌市東区,東雁来十三条
70034,北海道,札幌市東区,東雁来十四条
70820,北海道,札幌市東区,東雁来町
70801,北海道,札幌市東区,東苗穂一条
70802,北海道,札幌市東区,東苗穂二条
70803,北海道,札幌市東区,東苗穂三条
70804,北海道,札幌市東区,東苗穂四条
70805,北海道,札幌市東区,東苗穂五条
70806,北海道,札幌市東区,東苗穂六条
70807,北海道,札幌市東区,東苗穂七条
70808,北海道,札幌市東区,東苗穂八条
70809,北海道,札幌市東区,東苗穂九条
70810,北海道,札幌市東区,東苗穂十条
70811,北海道,札幌市東区,東苗穂十一条
70812,北海道,札幌市東区,東苗穂十二条
70813,北海道,札幌市東区,東苗穂十三条
70814,北海道,札幌市東区,東苗穂十四条
70815,北海道,札幌市東区,東苗穂十五条
70819,北海道,札幌市東区,東苗穂町
70861,北海道,札幌市東区,伏古一条
70862,北海道,札幌市東区,伏古二条
70863,北海道,札幌市東区,伏古三条
70864,北海道,札幌市東区,伏古四条
70865,北海道,札幌市東区,伏古五条
70866,北海道,札幌市東区,伏古六条
70867,北海道,札幌市東区,伏古七条
70868,北海道,札幌市東区,伏古八条
70869,北海道,札幌市東区,伏古九条
70870,北海道,札幌市東区,伏古十条
70871,北海道,札幌市東区,伏古十一条
70872,北海道,札幌市東区,伏古十二条
70873,北海道,札幌市東区,伏古十三条
70874,北海道,札幌市東区,伏古十四条
650041,北海道,札幌市東区,本町一条
650042,北海道,札幌市東区,本町二条
70011,北海道,札幌市東区,モエレ沼公園
30000,北海道,札幌市白石区,以下に掲載がない場合
30851,北海道,札幌市白石区,川北一条
30852,北海道,札幌市白石区,川北二条
30853,北海道,札幌市白石区,川北三条
30854,北海道,札幌市白石区,川北四条
30855,北海道,札幌市白石区,川北五条
30869,北海道,札幌市白石区,川下
30861,北海道,札幌市白石区,川下一条
30862,北海道,札幌市白石区,川下二条
30863,北海道,札幌市白石区,川下三条
30864,北海道,札幌市白石区,川下四条
30865,北海道,札幌市白石区,川下五条
30859,北海道,札幌市白石区,川北
30801,北海道,札幌市白石区,菊水一条
30802,北海道,札幌市白石区,菊水二条
30803,北海道,札幌市白石区,菊水三条
30804,北海道,札幌市白石区,菊水四条
30805,北海道,札幌市白石区,菊水五条
30806,北海道,札幌市白石区,菊水六条
30807,北海道,札幌市白石区,菊水七条
30808,北海道,札幌市白石区,菊水八条
30809,北海道,札幌市白石区,菊水九条
30811,北海道,札幌市白石区,菊水上町一条
30812,北海道,札幌市白石区,菊水上町二条
30813,北海道,札幌市白石区,菊水上町三条
30814,北海道,札幌市白石区,菊水上町四条
30821,北海道,札幌市白石区,菊水元町一条
30822,北海道,札幌市白石区,菊水元町二条
30823,北海道,札幌市白石区,菊水元町三条
30824,北海道,札幌市白石区,菊水元町四条
30825,北海道,札幌市白石区,菊水元町五条
30826,北海道,札幌市白石区,菊水元町六条
30827,北海道,札幌市白石区,菊水元町七条
30828,北海道,札幌市白石区,菊水元町八条
30829,北海道,札幌市白石区,菊水元町九条
30830,北海道,札幌市白石区,菊水元町十条
30849,北海道,札幌市白石区,北郷
30831,北海道,札幌市白石区,北郷一条
30832,北海道,札幌市白石区,北郷二条
30833,北海道,札幌市白石区,北郷三条
30834,北海道,札幌市白石区,北郷四条
30835,北海道,札幌市白石区,北郷五条
30836,北海道,札幌市白石区,北郷六条
30837,北海道,札幌市白石区,北郷七条
30838,北海道,札幌市白石区,北郷八条
30839,北海道,札幌市白石区,北郷九条
30840,北海道,札幌市白石区,北郷十条
30021,北海道,札幌市白石区,栄通
30011,北海道,札幌市白石区,中央一条
30012,北海道,札幌市白石区,中央二条
30013,北海道,札幌市白石区,中央三条
30022,北海道,札幌市白石区,南郷通（南）
30023,北海道,札幌市白石区,南郷通（北）
30001,北海道,札幌市白石区,東札幌一条
30002,北海道,札幌市白石区,東札幌二条
30003,北海道,札幌市白石区,東札幌三条
30004,北海道,札幌市白石区,東札幌四条
30005,北海道,札幌市白石区,東札幌五条
30006,北海道,札幌市白石区,東札幌六条
30876,北海道,札幌市白石区,東米里
30028,北海道,札幌市白石区,平和通（南）
30029,北海道,札幌市白石区,平和通（北）
30024,北海道,札幌市白石区,本郷通（南）
30025,北海道,札幌市白石区,本郷通（北）
30026,北海道,札幌市白石区,本通（南）
30027,北海道,札幌市白石区,本通（北）
30871,北海道,札幌市白石区,米里一条
30872,北海道,札幌市白石区,米里二条
30873,北海道,札幌市白石区,米里三条
30874,北海道,札幌市白石区,米里四条
30875,北海道,札幌市白石区,米里五条
30030,北海道,札幌市白石区,流通センター
620000,北海道,札幌市豊平区,以下に掲載がない場合
620911,北海道,札幌市豊平区,旭町
620912,北海道,札幌市豊平区,水車町
620020,北海道,札幌市豊平区,月寒中央通
620021,北海道,札幌市豊平区,月寒西一条
620022,北海道,札幌市豊平区,月寒西二条
620023,北海道,札幌市豊平区,月寒西三条
620024,北海道,札幌市豊平区,月寒西四条
620025,北海道,札幌市豊平区,月寒西五条
620051,北海道,札幌市豊平区,月寒東一条
620052,北海道,札幌市豊平区,月寒東二条
620053,北海道,札幌市豊平区,月寒東三条
620054,北海道,札幌市豊平区,月寒東四条
620055,北海道,札幌市豊平区,月寒東五条
620901,北海道,札幌市豊平区,豊平一条
620902,北海道,札幌市豊平区,豊平二条
620903,北海道,札幌市豊平区,豊平三条
620904,北海道,札幌市豊平区,豊平四条
620905,北海道,札幌市豊平区,豊平五条
620906,北海道,札幌市豊平区,豊平六条
620907,北海道,札幌市豊平区,豊平七条
620908,北海道,札幌市豊平区,豊平八条
620909,北海道,札幌市豊平区,豊平九条
620921,北海道,札幌市豊平区,中の島一条
620922,北海道,札幌市豊平区,中の島二条
620039,北海道,札幌市豊平区,西岡
620031,北海道,札幌市豊平区,西岡一条
620032,北海道,札幌市豊平区,西岡二条
620033,北海道,札幌市豊平区,西岡三条
620034,北海道,札幌市豊平区,西岡四条
620035,北海道,札幌市豊平区,西岡五条
620045,北海道,札幌市豊平区,羊ケ丘
620931,北海道,札幌市豊平区,平岸一条
620932,北海道,札幌市豊平区,平岸二条
620933,北海道,札幌市豊平区,平岸三条
620934,北海道,札幌市豊平区,平岸四条
620935,北海道,札幌市豊平区,平岸五条
620936,北海道,札幌市豊平区,平岸六条
620937,北海道,札幌市豊平区,平岸七条
620938,北海道,札幌市豊平区,平岸八条
620041,北海道,札幌市豊平区,福住一条
620042,北海道,札幌市豊平区,福住二条
620043,北海道,札幌市豊平区,福住三条
620001,北海道,札幌市豊平区,美園一条
620002,北海道,札幌市豊平区,美園二条
620003,北海道,札幌市豊平区,美園三条
620004,北海道,札幌市豊平区,美園四条
620005,北海道,札幌市豊平区,美園五条
620006,北海道,札幌市豊平区,美園六条
620007,北海道,札幌市豊平区,美園七条
620008,北海道,札幌市豊平区,美園八条
620009,北海道,札幌市豊平区,美園九条
620010,北海道,札幌市豊平区,美園十条
620011,北海道,札幌市豊平区,美園十一条
620012,北海道,札幌市豊平区,美園十二条
50000,北海道,札幌市南区,以下に掲載がない場合
50849,北海道,札幌市南区,石山
50850,北海道,札幌市南区,石山東
50841,北海道,札幌市南区,石山一条
50842,北海道,札幌市南区,石山二条
50843,北海道,札幌市南区,石山三条
50844,北海道,札幌市南区,石山四条
50801,北海道,札幌市南区,川沿一条
50802,北海道,札幌市南区,川沿二条
50803,北海道,札幌市南区,川沿三条
50804,北海道,札幌市南区,川沿四条
50805,北海道,札幌市南区,川沿五条
50806,北海道,札幌市南区,川沿六条
50807,北海道,札幌市南区,川沿七条
50808,北海道,札幌市南区,川沿八条
50809,北海道,札幌市南区,川沿九条
50810,北海道,札幌市南区,川沿十条
50811,北海道,札幌市南区,川沿十一条
50812,北海道,札幌市南区,川沿十二条
50813,北海道,札幌市南区,川沿十三条
50814,北海道,札幌市南区,川沿十四条
50815,北海道,札幌市南区,川沿十五条
50816,北海道,札幌市南区,川沿十六条
50817,北海道,札幌市南区,川沿十七条
50818,北海道,札幌市南区,川沿十八条
50832,北海道,札幌市南区,北ノ沢
50864,北海道,札幌市南区,芸術の森
612274,北海道,札幌市南区,小金湯
612301,北海道,札幌市南区,定山渓
612302,北海道,札幌市南区,定山渓温泉東
612303,北海道,札幌市南区,定山渓温泉西
612276,北海道,札幌市南区,白川
50007,北海道,札幌市南区,澄川
50001,北海道,札幌市南区,澄川一条
50002,北海道,札幌市南区,澄川二条
50003,北海道,札幌市南区,澄川三条
50004,北海道,札幌市南区,澄川四条
50005,北海道,札幌市南区,澄川五条
50006,北海道,札幌市南区,澄川六条
50862,北海道,札幌市南区,滝野
50830,北海道,札幌市南区,砥石山
50865,北海道,札幌市南区,常盤（１〜１３１番地）
50863,北海道,札幌市南区,常盤（その他）
50851,北海道,札幌市南区,常盤一条
50852,北海道,札幌市南区,常盤二条
50853,北海道,札幌市南区,常盤三条
50854,北海道,札幌市南区,常盤四条
50855,北海道,札幌市南区,常盤五条
50856,北海道,札幌市南区,常盤六条
612275,北海道,札幌市南区,砥山
612273,北海道,札幌市南区,豊滝
50831,北海道,札幌市南区,中ノ沢
50840,北海道,札幌市南区,藤野（４００、４００−２番地）
612271,北海道,札幌市南区,藤野（その他）
612281,北海道,札幌市南区,藤野一条
612282,北海道,札幌市南区,藤野二条
612283,北海道,札幌市南区,藤野三条
612284,北海道,札幌市南区,藤野四条
612285,北海道,札幌市南区,藤野五条
612286,北海道,札幌市南区,藤野六条
50008,北海道,札幌市南区,真駒内（１７番地）
50861,北海道,札幌市南区,真駒内（その他）
50018,北海道,札幌市南区,真駒内曙町
50015,北海道,札幌市南区,真駒内泉町
50022,北海道,札幌市南区,真駒内柏丘
50012,北海道,札幌市南区,真駒内上町
50014,北海道,札幌市南区,真駒内幸町
50011,北海道,札幌市南区,真駒内東町
50021,北海道,札幌市南区,真駒内本町
50013,北海道,札幌市南区,真駒内緑町
50016,北海道,札幌市南区,真駒内南町
50017,北海道,札幌市南区,真駒内公園
612261,北海道,札幌市南区,簾舞一条
612262,北海道,札幌市南区,簾舞二条
612263,北海道,札幌市南区,簾舞三条
612264,北海道,札幌市南区,簾舞四条
612265,北海道,札幌市南区,簾舞五条
612266,北海道,札幌市南区,簾舞六条
612272,北海道,札幌市南区,簾舞（その他）
50827,北海道,札幌市南区,南沢
50821,北海道,札幌市南区,南沢一条
50822,北海道,札幌市南区,南沢二条
50823,北海道,札幌市南区,南沢三条
50824,北海道,札幌市南区,南沢四条
50825,北海道,札幌市南区,南沢五条
50826,北海道,札幌市南区,南沢六条
50030,北海道,札幌市南区,南三十条西（８丁目）
50031,北海道,札幌市南区,南三十一条西
50032,北海道,札幌市南区,南三十二条西
50033,北海道,札幌市南区,南三十三条西
50034,北海道,札幌市南区,南三十四条西
50035,北海道,札幌市南区,南三十五条西
50036,北海道,札幌市南区,南三十六条西
50037,北海道,札幌市南区,南三十七条西
50038,北海道,札幌市南区,南三十八条西
50039,北海道,札幌市南区,南三十九条西
50040,北海道,札幌市南区,藻岩下
50041,北海道,札幌市南区,藻岩山
630000,北海道,札幌市西区,以下に掲載がない場合
630811,北海道,札幌市西区,琴似一条
630812,北海道,札幌市西区,琴似二条
630813,北海道,札幌市西区,琴似三条
630814,北海道,札幌市西区,琴似四条
630011,北海道,札幌市西区,小別沢
630049,北海道,札幌市西区,西野
630031,北海道,札幌市西区,西野一条
630032,北海道,札幌市西区,西野二条
630033,北海道,札幌市西区,西野三条
630034,北海道,札幌市西区,西野四条
630035,北海道,札幌市西区,西野五条
630036,北海道,札幌市西区,西野六条
630037,北海道,札幌市西区,西野七条
630038,北海道,札幌市西区,西野八条
630039,北海道,札幌市西区,西野九条
630040,北海道,札幌市西区,西野十条
630041,北海道,札幌市西区,西野十一条
630042,北海道,札幌市西区,西野十二条
630043,北海道,札幌市西区,西野十三条
630044,北海道,札幌市西区,西野十四条
630062,北海道,札幌市西区,西町南
630061,北海道,札幌市西区,西町北
630801,北海道,札幌市西区,二十四軒一条
630802,北海道,札幌市西区,二十四軒二条
630803,北海道,札幌市西区,二十四軒三条
630804,北海道,札幌市西区,二十四軒四条
630861,北海道,札幌市西区,八軒一条東
630841,北海道,札幌市西区,八軒一条西
630862,北海道,札幌市西区,八軒二条東
630842,北海道,札幌市西区,八軒二条西
630863,北海道,札幌市西区,八軒三条東
630843,北海道,札幌市西区,八軒三条西
630864,北海道,札幌市西区,八軒四条東
630844,北海道,札幌市西区,八軒四条西
630865,北海道,札幌市西区,八軒五条東
630845,北海道,札幌市西区,八軒五条西
630866,北海道,札幌市西区,八軒六条東
630846,北海道,札幌市西区,八軒六条西
630867,北海道,札幌市西区,八軒七条東
630847,北海道,札幌市西区,八軒七条西
630868,北海道,札幌市西区,八軒八条東
630848,北海道,札幌市西区,八軒八条西
630869,北海道,札幌市西区,八軒九条東
630849,北海道,札幌市西区,八軒九条西
630870,北海道,札幌市西区,八軒十条東
630850,北海道,札幌市西区,八軒十条西
630821,北海道,札幌市西区,発寒一条
630822,北海道,札幌市西区,発寒二条
630823,北海道,札幌市西区,発寒三条
630824,北海道,札幌市西区,発寒四条
630825,北海道,札幌市西区,発寒五条
630826,北海道,札幌市西区,発寒六条
630827,北海道,札幌市西区,発寒七条
630828,北海道,札幌市西区,発寒八条
630829,北海道,札幌市西区,発寒九条
630830,北海道,札幌市西区,発寒十条
630831,北海道,札幌市西区,発寒十一条
630832,北海道,札幌市西区,発寒十二条
630833,北海道,札幌市西区,発寒十三条
630834,北海道,札幌市西区,発寒十四条
630835,北海道,札幌市西区,発寒十五条
630836,北海道,札幌市西区,発寒十六条
630837,北海道,札幌市西区,発寒十七条
630012,北海道,札幌市西区,福井
630029,北海道,札幌市西区,平和
630021,北海道,札幌市西区,平和一条
630022,北海道,札幌市西区,平和二条
