postalCode0,postalCode,Prefecture,City,Following
600811,0600811,北海道,札幌市北区,北十一条西（５〜１１丁目）
10012,0010012,北海道,札幌市北区,北十二条西（１〜４丁目）
600812,0600812,北海道,札幌市北区,北十二条西（５〜１２丁目）
10013,0010013,北海道,札幌市北区,北十三条西（１〜４丁目）
600813,0600813,北海道,札幌市北区,北十三条西（５〜１２丁目）
10014,0010014,北海道,札幌市北区,北十四条西（１〜４丁目）
600814,0600814,北海道,札幌市北区,北十四条西（５〜１３丁目）
10015,0010015,北海道,札幌市北区,北十五条西（１〜５丁目）
600815,0600815,北海道,札幌市北区,北十五条西（６〜１３丁目）
10016,0010016,北海道,札幌市北区,北十六条西（１〜６丁目）
600816,0600816,北海道,札幌市北区,北十六条西（７〜１３丁目）
10017,0010017,北海道,札幌市北区,北十七条西（１〜６丁目）
600817,0600817,北海道,札幌市北区,北十七条西（７〜１３丁目）
10018,0010018,北海道,札幌市北区,北十八条西（１〜７丁目）
600818,0600818,北海道,札幌市北区,北十八条西（８〜１３丁目）
10019,0010019,北海道,札幌市北区,北十九条西（２〜７丁目）
600819,0600819,北海道,札幌市北区,北十九条西（８〜１３丁目）
10020,0010020,北海道,札幌市北区,北二十条西（２〜１０丁目）
600820,0600820,北海道,札幌市北区,北二十条西（１１〜１３丁目）
10021,0010021,北海道,札幌市北区,北二十一条西
10022,0010022,北海道,札幌市北区,北二十二条西
10023,0010023,北海道,札幌市北区,北二十三条西
10024,0010024,北海道,札幌市北区,北二十四条西
10025,0010025,北海道,札幌市北区,北二十五条西
10026,0010026,北海道,札幌市北区,北二十六条西
10027,0010027,北海道,札幌市北区,北二十七条西
10028,0010028,北海道,札幌市北区,北二十八条西
10029,0010029,北海道,札幌市北区,北二十九条西
10030,0010030,北海道,札幌市北区,北三十条西
10031,0010031,北海道,札幌市北区,北三十一条西
10032,0010032,北海道,札幌市北区,北三十二条西
10033,0010033,北海道,札幌市北区,北三十三条西
10034,0010034,北海道,札幌市北区,北三十四条西
10035,0010035,北海道,札幌市北区,北三十五条西
10036,0010036,北海道,札幌市北区,北三十六条西
10037,0010037,北海道,札幌市北区,北三十七条西
10038,0010038,北海道,札幌市北区,北三十八条西
10039,0010039,北海道,札幌市北区,北三十九条西
10040,0010040,北海道,札幌市北区,北四十条西
28021,0028021,北海道,札幌市北区,篠路一条
28022,0028022,北海道,札幌市北区,篠路二条
28023,0028023,北海道,札幌市北区,篠路三条
28024,0028024,北海道,札幌市北区,篠路四条
28025,0028025,北海道,札幌市北区,篠路五条
28026,0028026,北海道,札幌市北区,篠路六条
28027,0028027,北海道,札幌市北区,篠路七条
28028,0028028,北海道,札幌市北区,篠路八条
28029,0028029,北海道,札幌市北区,篠路九条
28030,0028030,北海道,札幌市北区,篠路十条
28052,0028052,北海道,札幌市北区,篠路町上篠路
28053,0028053,北海道,札幌市北区,篠路町篠路
28051,0028051,北海道,札幌市北区,篠路町太平
28054,0028054,北海道,札幌市北区,篠路町拓北
28055,0028055,北海道,札幌市北区,篠路町福移
10930,0010930,北海道,札幌市北区,新川
10921,0010921,北海道,札幌市北区,新川一条
10922,0010922,北海道,札幌市北区,新川二条
10923,0010923,北海道,札幌市北区,新川三条
10924,0010924,北海道,札幌市北区,新川四条
10925,0010925,北海道,札幌市北区,新川五条
10926,0010926,北海道,札幌市北区,新川六条
10927,0010927,北海道,札幌市北区,新川七条
10928,0010928,北海道,札幌市北区,新川八条
10931,0010931,北海道,札幌市北区,新川西一条
10932,0010932,北海道,札幌市北区,新川西二条
10933,0010933,北海道,札幌市北区,新川西三条
10934,0010934,北海道,札幌市北区,新川西四条
10935,0010935,北海道,札幌市北区,新川西五条
10901,0010901,北海道,札幌市北区,新琴似一条
10902,0010902,北海道,札幌市北区,新琴似二条
10903,0010903,北海道,札幌市北区,新琴似三条
10904,0010904,北海道,札幌市北区,新琴似四条
10905,0010905,北海道,札幌市北区,新琴似五条
10906,0010906,北海道,札幌市北区,新琴似六条
10907,0010907,北海道,札幌市北区,新琴似七条
10908,0010908,北海道,札幌市北区,新琴似八条
10909,0010909,北海道,札幌市北区,新琴似九条
10910,0010910,北海道,札幌市北区,新琴似十条
10911,0010911,北海道,札幌市北区,新琴似十一条
10912,0010912,北海道,札幌市北区,新琴似十二条
10915,0010915,北海道,札幌市北区,新琴似町
28001,0028001,北海道,札幌市北区,太平一条
28002,0028002,北海道,札幌市北区,太平二条
28003,0028003,北海道,札幌市北区,太平三条
28004,0028004,北海道,札幌市北区,太平四条
28005,0028005,北海道,札幌市北区,太平五条
28006,0028006,北海道,札幌市北区,太平六条
28007,0028007,北海道,札幌市北区,太平七条
28008,0028008,北海道,札幌市北区,太平八条
28009,0028009,北海道,札幌市北区,太平九条
28010,0028010,北海道,札幌市北区,太平十条
28011,0028011,北海道,札幌市北区,太平十一条
28012,0028012,北海道,札幌市北区,太平十二条
28061,0028061,北海道,札幌市北区,拓北一条
28062,0028062,北海道,札幌市北区,拓北二条
28063,0028063,北海道,札幌市北区,拓北三条
28064,0028064,北海道,札幌市北区,拓北四条
28065,0028065,北海道,札幌市北区,拓北五条
28066,0028066,北海道,札幌市北区,拓北六条
28067,0028067,北海道,札幌市北区,拓北七条
28068,0028068,北海道,札幌市北区,拓北八条
20851,0020851,北海道,札幌市北区,屯田一条
20852,0020852,北海道,札幌市北区,屯田二条
20853,0020853,北海道,札幌市北区,屯田三条
20854,0020854,北海道,札幌市北区,屯田四条
20855,0020855,北海道,札幌市北区,屯田五条
20856,0020856,北海道,札幌市北区,屯田六条
20857,0020857,北海道,札幌市北区,屯田七条
20858,0020858,北海道,札幌市北区,屯田八条
20859,0020859,北海道,札幌市北区,屯田九条
20860,0020860,北海道,札幌市北区,屯田十条
20861,0020861,北海道,札幌市北区,屯田十一条
20865,0020865,北海道,札幌市北区,屯田町
28038,0028038,北海道,札幌市北区,西茨戸
28031,0028031,北海道,札幌市北区,西茨戸一条
28032,0028032,北海道,札幌市北区,西茨戸二条
28033,0028033,北海道,札幌市北区,西茨戸三条
28034,0028034,北海道,札幌市北区,西茨戸四条
28035,0028035,北海道,札幌市北区,西茨戸五条
28036,0028036,北海道,札幌市北区,西茨戸六条
28037,0028037,北海道,札幌市北区,西茨戸七条
28043,0028043,北海道,札幌市北区,東茨戸
28041,0028041,北海道,札幌市北区,東茨戸一条
28042,0028042,北海道,札幌市北区,東茨戸二条
28044,0028044,北海道,札幌市北区,東茨戸三条
28045,0028045,北海道,札幌市北区,東茨戸四条
28091,0028091,北海道,札幌市北区,南あいの里
28081,0028081,北海道,札幌市北区,百合が原
28082,0028082,北海道,札幌市北区,百合が原公園
650000,0650000,北海道,札幌市東区,以下に掲載がない場合
70880,0070880,北海道,札幌市東区,丘珠町
70881,0070881,北海道,札幌市東区,北丘珠一条
70882,0070882,北海道,札幌市東区,北丘珠二条
70883,0070883,北海道,札幌市東区,北丘珠三条
70884,0070884,北海道,札幌市東区,北丘珠四条
70885,0070885,北海道,札幌市東区,北丘珠五条
70886,0070886,北海道,札幌市東区,北丘珠六条
650004,0650004,北海道,札幌市東区,北四条東（９〜１６丁目）
600905,0600905,北海道,札幌市東区,北五条東（４〜７丁目）
650005,0650005,北海道,札幌市東区,北五条東（８〜１７丁目）
600906,0600906,北海道,札幌市東区,北六条東（１〜７丁目）
650006,0650006,北海道,札幌市東区,北六条東（８〜２０丁目）
600907,0600907,北海道,札幌市東区,北七条東（１〜７丁目）
650007,0650007,北海道,札幌市東区,北七条東（８〜２０丁目）
600908,0600908,北海道,札幌市東区,北八条東（１〜７丁目）
650008,0650008,北海道,札幌市東区,北八条東（８〜１９丁目）
600909,0600909,北海道,札幌市東区,北九条東（１〜７丁目）
650009,0650009,北海道,札幌市東区,北九条東（８〜１６丁目）
650010,0650010,北海道,札幌市東区,北十条東
650011,0650011,北海道,札幌市東区,北十一条東
650012,0650012,北海道,札幌市東区,北十二条東
650013,0650013,北海道,札幌市東区,北十三条東
650014,0650014,北海道,札幌市東区,北十四条東
650015,0650015,北海道,札幌市東区,北十五条東
650016,0650016,北海道,札幌市東区,北十六条東
650017,0650017,北海道,札幌市東区,北十七条東
650018,0650018,北海道,札幌市東区,北十八条東
650019,0650019,北海道,札幌市東区,北十九条東
650020,0650020,北海道,札幌市東区,北二十条東
650021,0650021,北海道,札幌市東区,北二十一条東
650022,0650022,北海道,札幌市東区,北二十二条東
650023,0650023,北海道,札幌市東区,北二十三条東
650024,0650024,北海道,札幌市東区,北二十四条東
650025,0650025,北海道,札幌市東区,北二十五条東
650026,0650026,北海道,札幌市東区,北二十六条東
650027,0650027,北海道,札幌市東区,北二十七条東
650028,0650028,北海道,札幌市東区,北二十八条東
650030,0650030,北海道,札幌市東区,北三十条東
650031,0650031,北海道,札幌市東区,北三十一条東
650032,0650032,北海道,札幌市東区,北三十二条東
650033,0650033,北海道,札幌市東区,北三十三条東
70834,0070834,北海道,札幌市東区,北三十四条東
70835,0070835,北海道,札幌市東区,北三十五条東
70836,0070836,北海道,札幌市東区,北三十六条東
70837,0070837,北海道,札幌市東区,北三十七条東
70838,0070838,北海道,札幌市東区,北三十八条東
70839,0070839,北海道,札幌市東区,北三十九条東
70840,0070840,北海道,札幌市東区,北四十条東
70841,0070841,北海道,札幌市東区,北四十一条東
70842,0070842,北海道,札幌市東区,北四十二条東
70843,0070843,北海道,札幌市東区,北四十三条東
70844,0070844,北海道,札幌市東区,北四十四条東
70845,0070845,北海道,札幌市東区,北四十五条東
70846,0070846,北海道,札幌市東区,北四十六条東
70847,0070847,北海道,札幌市東区,北四十七条東
70848,0070848,北海道,札幌市東区,北四十八条東
70849,0070849,北海道,札幌市東区,北四十九条東
70850,0070850,北海道,札幌市東区,北五十条東
70851,0070851,北海道,札幌市東区,北五十一条東
70852,0070852,北海道,札幌市東区,栄町
650043,0650043,北海道,札幌市東区,苗穂町
70001,0070001,北海道,札幌市東区,中沼一条
70002,0070002,北海道,札幌市東区,中沼二条
70003,0070003,北海道,札幌市東区,中沼三条
70004,0070004,北海道,札幌市東区,中沼四条
70005,0070005,北海道,札幌市東区,中沼五条
70006,0070006,北海道,札幌市東区,中沼六条
70890,0070890,北海道,札幌市東区,中沼町
70891,0070891,北海道,札幌市東区,中沼西一条
70892,0070892,北海道,札幌市東区,中沼西二条
70893,0070893,北海道,札幌市東区,中沼西三条
70894,0070894,北海道,札幌市東区,中沼西四条
70895,0070895,北海道,札幌市東区,中沼西五条
70821,0070821,北海道,札幌市東区,東雁来一条
70822,0070822,北海道,札幌市東区,東雁来二条
70823,0070823,北海道,札幌市東区,東雁来三条
70824,0070824,北海道,札幌市東区,東雁来四条
70825,0070825,北海道,札幌市東区,東雁来五条
70826,0070826,北海道,札幌市東区,東雁来六条
70827,0070827,北海道,札幌市東区,東雁来七条
70828,0070828,北海道,札幌市東区,東雁来八条
70829,0070829,北海道,札幌市東区,東雁来九条
70030,0070030,北海道,札幌市東区,東雁来十条
70031,0070031,北海道,札幌市東区,東雁来十一条
70032,0070032,北海道,札幌市東区,東雁来十二条
70033,0070033,北海道,札幌市東区,東雁来十三条
70034,0070034,北海道,札幌市東区,東雁来十四条
70820,0070820,北海道,札幌市東区,東雁来町
70801,0070801,北海道,札幌市東区,東苗穂一条
70802,0070802,北海道,札幌市東区,東苗穂二条
70803,0070803,北海道,札幌市東区,東苗穂三条
70804,0070804,北海道,札幌市東区,東苗穂四条
70805,0070805,北海道,札幌市東区,東苗穂五条
70806,0070806,北海道,札幌市東区,東苗穂六条
70807,0070807,北海道,札幌市東区,東苗穂七条
70808,0070808,北海道,札幌市東区,東苗穂八条
70809,0070809,北海道,札幌市東区,東苗穂九条
70810,0070810,北海道,札幌市東区,東苗穂十条
70811,0070811,北海道,札幌市東区,東苗穂十一条
70812,0070812,北海道,札幌市東区,東苗穂十二条
70813,0070813,北海道,札幌市東区,東苗穂十三条
70814,0070814,北海道,札幌市東区,東苗穂十四条
70815,0070815,北海道,札幌市東区,東苗穂十五条
70819,0070819,北海道,札幌市東区,東苗穂町
70861,0070861,北海道,札幌市東区,伏古一条
70862,0070862,北海道,札幌市東区,伏古二条
70863,0070863,北海道,札幌市東区,伏古三条
70864,0070864,北海道,札幌市東区,伏古四条
70865,0070865,北海道,札幌市東区,伏古五条
70866,0070866,北海道,札幌市東区,伏古六条
70867,0070867,北海道,札幌市東区,伏古七条
70868,0070868,北海道,札幌市東区,伏古八条
70869,0070869,北海道,札幌市東区,伏古九条
70870,0070870,北海道,札幌市東区,伏古十条
70871,0070871,北海道,札幌市東区,伏古十一条
70872,0070872,北海道,札幌市東区,伏古十二条
70873,0070873,北海道,札幌市東区,伏古十三条
70874,0070874,北海道,札幌市東区,伏古十四条
650041,0650041,北海道,札幌市東区,本町一条
650042,0650042,北海道,札幌市東区,本町二条
70011,0070011,北海道,札幌市東区,モエレ沼公園
30000,0030000,北海道,札幌市白石区,以下に掲載がない場合
30851,0030851,北海道,札幌市白石区,川北一条
30852,0030852,北海道,札幌市白石区,川北二条
30853,0030853,北海道,札幌市白石区,川北三条
30854,0030854,北海道,札幌市白石区,川北四条
30855,0030855,北海道,札幌市白石区,川北五条
30869,0030869,北海道,札幌市白石区,川下
30861,0030861,北海道,札幌市白石区,川下一条
30862,0030862,北海道,札幌市白石区,川下二条
30863,0030863,北海道,札幌市白石区,川下三条
30864,0030864,北海道,札幌市白石区,川下四条
30865,0030865,北海道,札幌市白石区,川下五条
30859,0030859,北海道,札幌市白石区,川北
30801,0030801,北海道,札幌市白石区,菊水一条
30802,0030802,北海道,札幌市白石区,菊水二条
30803,0030803,北海道,札幌市白石区,菊水三条
30804,0030804,北海道,札幌市白石区,菊水四条
30805,0030805,北海道,札幌市白石区,菊水五条
30806,0030806,北海道,札幌市白石区,菊水六条
30807,0030807,北海道,札幌市白石区,菊水七条
30808,0030808,北海道,札幌市白石区,菊水八条
30809,0030809,北海道,札幌市白石区,菊水九条
30811,0030811,北海道,札幌市白石区,菊水上町一条
30812,0030812,北海道,札幌市白石区,菊水上町二条
30813,0030813,北海道,札幌市白石区,菊水上町三条
30814,0030814,北海道,札幌市白石区,菊水上町四条
30821,0030821,北海道,札幌市白石区,菊水元町一条
30822,0030822,北海道,札幌市白石区,菊水元町二条
30823,0030823,北海道,札幌市白石区,菊水元町三条
30824,0030824,北海道,札幌市白石区,菊水元町四条
30825,0030825,北海道,札幌市白石区,菊水元町五条
30826,0030826,北海道,札幌市白石区,菊水元町六条
30827,0030827,北海道,札幌市白石区,菊水元町七条
30828,0030828,北海道,札幌市白石区,菊水元町八条
30829,0030829,北海道,札幌市白石区,菊水元町九条
30830,0030830,北海道,札幌市白石区,菊水元町十条
30849,0030849,北海道,札幌市白石区,北郷
30831,0030831,北海道,札幌市白石区,北郷一条
30832,0030832,北海道,札幌市白石区,北郷二条
30833,0030833,北海道,札幌市白石区,北郷三条
30834,0030834,北海道,札幌市白石区,北郷四条
30835,0030835,北海道,札幌市白石区,北郷五条
30836,0030836,北海道,札幌市白石区,北郷六条
30837,0030837,北海道,札幌市白石区,北郷七条
30838,0030838,北海道,札幌市白石区,北郷八条
30839,0030839,北海道,札幌市白石区,北郷九条
30840,0030840,北海道,札幌市白石区,北郷十条
30021,0030021,北海道,札幌市白石区,栄通
30011,0030011,北海道,札幌市白石区,中央一条
30012,0030012,北海道,札幌市白石区,中央二条
30013,0030013,北海道,札幌市白石区,中央三条
30022,0030022,北海道,札幌市白石区,南郷通（南）
30023,0030023,北海道,札幌市白石区,南郷通（北）
30001,0030001,北海道,札幌市白石区,東札幌一条
30002,0030002,北海道,札幌市白石区,東札幌二条
30003,0030003,北海道,札幌市白石区,東札幌三条
30004,0030004,北海道,札幌市白石区,東札幌四条
30005,0030005,北海道,札幌市白石区,東札幌五条
30006,0030006,北海道,札幌市白石区,東札幌六条
30876,0030876,北海道,札幌市白石区,東米里
30028,0030028,北海道,札幌市白石区,平和通（南）
30029,0030029,北海道,札幌市白石区,平和通（北）
30024,0030024,北海道,札幌市白石区,本郷通（南）
30025,0030025,北海道,札幌市白石区,本郷通（北）
30026,0030026,北海道,札幌市白石区,本通（南）
30027,0030027,北海道,札幌市白石区,本通（北）
30871,0030871,北海道,札幌市白石区,米里一条
30872,0030872,北海道,札幌市白石区,米里二条
30873,0030873,北海道,札幌市白石区,米里三条
30874,0030874,北海道,札幌市白石区,米里四条
30875,0030875,北海道,札幌市白石区,米里五条
30030,0030030,北海道,札幌市白石区,流通センター
620000,0620000,北海道,札幌市豊平区,以下に掲載がない場合
620911,0620911,北海道,札幌市豊平区,旭町
620912,0620912,北海道,札幌市豊平区,水車町
620020,0620020,北海道,札幌市豊平区,月寒中央通
620021,0620021,北海道,札幌市豊平区,月寒西一条
620022,0620022,北海道,札幌市豊平区,月寒西二条
620023,0620023,北海道,札幌市豊平区,月寒西三条
620024,0620024,北海道,札幌市豊平区,月寒西四条
620025,0620025,北海道,札幌市豊平区,月寒西五条
620051,0620051,北海道,札幌市豊平区,月寒東一条
620052,0620052,北海道,札幌市豊平区,月寒東二条
620053,0620053,北海道,札幌市豊平区,月寒東三条
620054,0620054,北海道,札幌市豊平区,月寒東四条
620055,0620055,北海道,札幌市豊平区,月寒東五条
620901,0620901,北海道,札幌市豊平区,豊平一条
620902,0620902,北海道,札幌市豊平区,豊平二条
620903,0620903,北海道,札幌市豊平区,豊平三条
620904,0620904,北海道,札幌市豊平区,豊平四条
620905,0620905,北海道,札幌市豊平区,豊平五条
620906,0620906,北海道,札幌市豊平区,豊平六条
620907,0620907,北海道,札幌市豊平区,豊平七条
620908,0620908,北海道,札幌市豊平区,豊平八条
620909,0620909,北海道,札幌市豊平区,豊平九条
620921,0620921,北海道,札幌市豊平区,中の島一条
620922,0620922,北海道,札幌市豊平区,中の島二条
620039,0620039,北海道,札幌市豊平区,西岡
620031,0620031,北海道,札幌市豊平区,西岡一条
620032,0620032,北海道,札幌市豊平区,西岡二条
620033,0620033,北海道,札幌市豊平区,西岡三条
620034,0620034,北海道,札幌市豊平区,西岡四条
620035,0620035,北海道,札幌市豊平区,西岡五条
620045,0620045,北海道,札幌市豊平区,羊ケ丘
620931,0620931,北海道,札幌市豊平区,平岸一条
620932,0620932,北海道,札幌市豊平区,平岸二条
620933,0620933,北海道,札幌市豊平区,平岸三条
620934,0620934,北海道,札幌市豊平区,平岸四条
620935,0620935,北海道,札幌市豊平区,平岸五条
620936,0620936,北海道,札幌市豊平区,平岸六条
620937,0620937,北海道,札幌市豊平区,平岸七条
620938,0620938,北海道,札幌市豊平区,平岸八条
620041,0620041,北海道,札幌市豊平区,福住一条
620042,0620042,北海道,札幌市豊平区,福住二条
620043,0620043,北海道,札幌市豊平区,福住三条
620001,0620001,北海道,札幌市豊平区,美園一条
620002,0620002,北海道,札幌市豊平区,美園二条
620003,0620003,北海道,札幌市豊平区,美園三条
620004,0620004,北海道,札幌市豊平区,美園四条
620005,0620005,北海道,札幌市豊平区,美園五条
620006,0620006,北海道,札幌市豊平区,美園六条
620007,0620007,北海道,札幌市豊平区,美園七条
620008,0620008,北海道,札幌市豊平区,美園八条
620009,0620009,北海道,札幌市豊平区,美園九条
620010,0620010,北海道,札幌市豊平区,美園十条
620011,0620011,北海道,札幌市豊平区,美園十一条
620012,0620012,北海道,札幌市豊平区,美園十二条
50000,0050000,北海道,札幌市南区,以下に掲載がない場合
50849,0050849,北海道,札幌市南区,石山
50850,0050850,北海道,札幌市南区,石山東
50841,0050841,北海道,札幌市南区,石山一条
50842,0050842,北海道,札幌市南区,石山二条
50843,0050843,北海道,札幌市南区,石山三条
50844,0050844,北海道,札幌市南区,石山四条
50801,0050801,北海道,札幌市南区,川沿一条
50802,0050802,北海道,札幌市南区,川沿二条
50803,0050803,北海道,札幌市南区,川沿三条
50804,0050804,北海道,札幌市南区,川沿四条
50805,0050805,北海道,札幌市南区,川沿五条
50806,0050806,北海道,札幌市南区,川沿六条
50807,0050807,北海道,札幌市南区,川沿七条
50808,0050808,北海道,札幌市南区,川沿八条
50809,0050809,北海道,札幌市南区,川沿九条
50810,0050810,北海道,札幌市南区,川沿十条
50811,0050811,北海道,札幌市南区,川沿十一条
50812,0050812,北海道,札幌市南区,川沿十二条
50813,0050813,北海道,札幌市南区,川沿十三条
50814,0050814,北海道,札幌市南区,川沿十四条
50815,0050815,北海道,札幌市南区,川沿十五条
50816,0050816,北海道,札幌市南区,川沿十六条
50817,0050817,北海道,札幌市南区,川沿十七条
50818,0050818,北海道,札幌市南区,川沿十八条
50832,0050832,北海道,札幌市南区,北ノ沢
50864,0050864,北海道,札幌市南区,芸術の森
612274,0612274,北海道,札幌市南区,小金湯
612301,0612301,北海道,札幌市南区,定山渓
612302,0612302,北海道,札幌市南区,定山渓温泉東
612303,0612303,北海道,札幌市南区,定山渓温泉西
612276,0612276,北海道,札幌市南区,白川
50007,0050007,北海道,札幌市南区,澄川
50001,0050001,北海道,札幌市南区,澄川一条
50002,0050002,北海道,札幌市南区,澄川二条
50003,0050003,北海道,札幌市南区,澄川三条
50004,0050004,北海道,札幌市南区,澄川四条
50005,0050005,北海道,札幌市南区,澄川五条
50006,0050006,北海道,札幌市南区,澄川六条
50862,0050862,北海道,札幌市南区,滝野
50830,0050830,北海道,札幌市南区,砥石山
50865,0050865,北海道,札幌市南区,常盤（１〜１３１番地）
50863,0050863,北海道,札幌市南区,常盤（その他）
50851,0050851,北海道,札幌市南区,常盤一条
50852,0050852,北海道,札幌市南区,常盤二条
50853,0050853,北海道,札幌市南区,常盤三条
50854,0050854,北海道,札幌市南区,常盤四条
50855,0050855,北海道,札幌市南区,常盤五条
50856,0050856,北海道,札幌市南区,常盤六条
612275,0612275,北海道,札幌市南区,砥山
612273,0612273,北海道,札幌市南区,豊滝
50831,0050831,北海道,札幌市南区,中ノ沢
50840,0050840,北海道,札幌市南区,藤野（４００、４００−２番地）
612271,0612271,北海道,札幌市南区,藤野（その他）
612281,0612281,北海道,札幌市南区,藤野一条
612282,0612282,北海道,札幌市南区,藤野二条
612283,0612283,北海道,札幌市南区,藤野三条
612284,0612284,北海道,札幌市南区,藤野四条
612285,0612285,北海道,札幌市南区,藤野五条
612286,0612286,北海道,札幌市南区,藤野六条
